role;starting_salary;starting_salary_hr_yr;year_starting_salary;ending_salary 1;ending_salary_hr_yr;Hourly(H)_Permanent(P)_Contingent(C);year_ending_salary;years_experience;gender;ethnicity;degrees_required
Manager;39000;yr;2017;47000;yr;P;2019;5;female;mixed;BA
Conservator;37288;yr;2000;96510;yr;C;2019;18;female;white;MA
Manager;44000;yr;2018;44000;yr;P;2019;2;female;white;BA required MA preferred
Manager;65000;yr;2014;69700;yr;n/a;2019;10;n/a;N;BA
Technical;48000;yr;2016;51000;yr;H;2019;1;male;white;HS
Assistant Curator;;;N;59000;yr;P;2019;;n/a;N;N
Assistant Curator;56000;yr;N;56000;yr;P;2016;;n/a;N;N
Assistant Registrar;20,79;hr;2016;24,61;hr;P;2019;5;female;white;No degree
Assistant Curator;59000;yr;2017;59200;yr;P;2019;8;female;latino;MA
Technical;;;N;52800;yr;P;2019;9;female;white;No degree
Visitor Experience;;;2016;2019;yr;H;;;female;white;MA
Curator;32000;yr;2017;21000;yr;H;2019;23;female;poc;MA
Assistant;11,5;hr;2016;12,5;hr;H;2017;0;female;white;BA
Assistant Curator;30000;yr;2016;32000;yr;P;2018;4;n/a;N;MA
Curator;50600;yr;2014;54800;yr;P;2018;8;male;white;N
Curator;48500;yr;2014;65000;yr;P;2019;13;female;white;MA
Manager;47000;yr;2013;51000;yr;P;2019;11;male;white;MA
Assistant;40000;yr;N;45000;yr;P;2019;;female;N;N
Assistant;35000;yr;2018;;N;P;2018;6;n/a;N;N
Assistant;15;hr;2017;15;hr;H Part Time;2018;6;female;white;BA required MA preferred
Visitor Experience;40560;yr;2015;43576;yr;P;2019;15;male;N;N
Assistant Curator;62500;yr;2018;62500;yr;P;2019;9;male;white;N
Coordinator;30000;yr;2017;32000;yr;P;2019;6;female;white;BA required MA preferred
Manager;27500;yr;2018;30000;yr;H;2019;;female;white;N
Assistant Registrar;26500;yr;2016;27500;yr;H;2018;;female;white;N
Editor;36000;yr;2012;54000;yr;P;2017;17;female;white;N
Editor;;;N;35000;yr;P;1996;5;n/a;N;N
Assistant Curator;16;hr;2018;18;hr;H,P;2019;2;female;white;BA required MA preferred
Assistant Director;43000;yr;N;65520;yr;P;2019;;female;N;N
Director;60000;yr;2010;72000;yr;P;2016;;female;white;N
Manager;46500;yr;N;62000;yr;P;2019;;female;N;N
Manager;55000;yr;2012;58000;yr;P;2015;;n/a;N;N
Assistant Curator;45000;yr;N;47000;yr;P;2017;;n/a;N;N
other;55000;yr;2016;59000;yr;P;2019;6;female;N;BA required MA preferred
Coordinator;36000;yr;2014;56000;yr;P;2019;9;female;mixed;BA
Assistant Director;75000;yr;2013;86700;yr;P;2019;20;male;white;N
Assistant Director;15;hr;N;52000;yr;P;2019;12;male;white;MA
Education;13;hr;2019;13;hr;H;2019;5;n/a;N;BA
Assistant Curator;15;hr;N;15;hr;H;2017;;female;N;MA
Education;13;hr;2013;13.25 per hour (27560);yr;H,P;2019;6;n/a;N;BA required MA preferred
Coordinator;14;hr;2018;14;hr;H,P;2019;1;female;white;BA
Assistant Director;38000;yr;2018;38000;yr;P;2019;2;female;N;BA
Director;65000;yr;N;70000;yr;P;2019;20;female;white;MA
Curator;40000;yr;2018;40000;yr;H;2019;7;n/a;N;MA
Teacher;18;hr;2013;21,5;hr;H Part Time;2017;6;n/a;N;N
Curator;35000;yr;2017;35000;yr;C;2019;;n/a;N;N
Assistant;10;hr;2018;N;yr;H;2019;3;female;white;MA
Assistant;10;hr;2018;10;hr;H;;;n/a;N;N
Manager;40000;yr;2014;51000;yr;H;2018;12;female;latino;BA
Communications;55000;yr;2016;64000;yr;P;2019;1;n/a;N;N
Assistant Curator;44000;yr;2017;47000;yr;H,P;2019;4;n/a;N;MA
Communications;19;hr;2018;2018;yr;H;2018;3;female;white;MA
Communications;;;N;65000;yr;P;2019;3;female;N;N
Manager;12;hr;N;36000;yr;P;2016;4;female;white;BA
Art Handler;16;hr;2017;19;hr;H;2019;5;n/a;N;N
Academic;32000;yr;2018;32000;yr;H;2019;1;female;white;BA
Technical;36000;yr;2014;39000;yr;H;2018;5;n/a;N;N
Visitor Experience;12;hr;N;12;hr;H Full Time;2019;4;n/a;white;MA
Conservator;36 000;yr;N;38 000;yr;C;2019;5;female;white;MA
Assistant;;;N;20;hr;H,C;2019;;n/a;N;N
Coordinator;18;hr;2015;18;hr;H,C;2017;;female;white;N
Assistant;11;hr;N;15;hr;H;2019;4;male;white;BA
Assistant;11;hr;N;11;hr;H Full Time;2019;5;female;mixed;BA required MA preferred
Assistant;11;hr;N;11;hr;H;2019;3;female;white;N
Assistant Curator;61000;yr;N;61000;yr;P;2019;12;female;white;MA
Assistant Curator;61000;yr;N;61000;yr;P;2019;;n/a;N;N
Manager;56000;yr;N;57000;yr;P;2019;;female;white;N
Manager;55000;yr;N;55750;yr;C;2019;4;female;white;N
Designer;52000;yr;2016;54600;yr;P;2019;10;n/a;N;N
Education;40000;yr;N;50000;yr;P;2019;;n/a;N;N
Assistant Registrar;35000;yr;N;50000;yr;n/a;2019;;female;white;N
Curator;26000;yr;N;50000;yr;H;2019;;male;white;N
Coordinator;45000;yr;2017;47000;yr;P;2019;;male;N;N
Archivist;42000;yr;2016;46100;yr;C;2019;;female;white;MLIS
Designer;41500;yr;N;45000;yr;P;2016;7;female;white;BA
Conservator;;;N;43000;yr;P;2019;15;male;white;N
Education;30500;yr;2014;42000;yr;H,P;2019;;female;N;N
Assistant;35000;yr;N;35310;yr;P;2016;2;female;white;N
Curator;30000;yr;N;35000;yr;C;2017;;male;N;N
Coordinator;32500;yr;2015;34500;yr;H Full Time;2016;;female;white;N
Assistant;30000;yr;N;30500;yr;H,P;2019;;female;N;N
Intern;0;yr;N;0;yr;C;n/a;;n/a;N;N
Registrar;45000;yr;2012;55000;yr;P;2019;13;n/a;N;N
Manager;29000;yr;1999;53321;yr;P;2019;22;female;N;MA
Assistant;38000;yr;2018;38000;yr;H,C;2019;;n/a;N;N
Assistant;30000;yr;2019;30000;yr;H;2019;4;other;white;BA
Editor;51000;yr;2008;61600;yr;P;2019;8;female;N;N
Coordinator;35000;yr;2017;35900;yr;H,P;2019;3;female;N;BA
Registrar;16;hr;2013;16;hr;C;2013;5;female;N;MA
Assistant Curator;15;hr;2006;19,3;hr;H,P;2019;13;female;N;MA
Assistant;;;N;31000;yr;H;2019;3;female;N;N
Curator;38000;yr;2018;38000;yr;C;2019;4;female;white;MA required PhD preferred
Curator;40000;yr;2018;40000;yr;C;2019;3;n/a;N;N
Designer;45000;yr;2017;46125;yr;P;2019;3;male;white;BA
Coordinator;33000;yr;2014;41000;yr;H,P;2017;7;female;latino;BA
Technical;52000;yr;2017;54100;yr;P;2019;5;female;white;BA required MA preferred
Curator;40000;yr;2018;40000;yr;C;2019;4;female;white;MA
Assistant;42000;yr;2014;45000;yr;P;2019;10;female;white;MA
Education;33000;yr;2015;45000;yr;H,C;2018;2;female;white;N
Manager;35000;yr;2014;50000;yr;P;2019;6;female;N;MA
Education;40000;yr;2015;42000;yr;P Full Time;2019;5;female;white;MA
Curator;40000;yr;2009;86400;yr;P;2019;18;female;white;MA
Manager;35000;yr;2018;35000;yr;P;2019;3;n/a;N;N
Assistant;30000;yr;2018;;N;H;2019;;female;N;N
Assistant;11;hr;2014;18,37;hr;H,P;2019;4;n/a;N;N
Manager;;;N;68500;yr;P;2019;19;female;white;MA required PhD preferred
Manager;45000;yr;2012;55000;yr;P;2018;18;female;white;MA
Conservator;40000;yr;2016;41616;yr;C;;10;female;white;MA
Manager;51000;yr;2014;56000;yr;P;2016;4;female;white;N
Assistant Curator;;;N;69300;yr;P;2019;11;male;black;N
Designer;43800;yr;2018;43800;yr;n/a;2019;4;male;poc;N
Coordinator;;;N;54000;yr;P;2019;17;female;white;N
Assistant;31000;yr;2018;31000;yr;H;2019;6;female;white;BA
Assistant Curator;30000;yr;2018;30000;yr;H;2019;4;female;white;BA required MA preferred
Registrar;44700;yr;2012;57400;yr;P;;;n/a;N;N
Coordinator;33800;yr;2018;33800;yr;P;2019;2;male;white;BA
Assistant;50000;yr;2019;50000;yr;P;2019;8;male;white;N
Assistant;30000;yr;2018;30000;yr;P;2018;1;n/a;N;BA
Coordinator;48000;yr;2017;51000;yr;P;2019;10;female;white;N
Curator;35000;yr;2019;35000;yr;C;2019;;n/a;N;MA
Intern;10;hr;2018;10;hr;H;2018;1;female;white;N
Coordinator;16;hr;2008;18;hr;H;2007;;female;N;N
Admin;40000;yr;2015;44000;yr;P;2019;8;female;N;N
Manager;55000;yr;N;55000;yr;P;2019;;female;white;N
Visitor Experience;47500;yr;N;47500;yr;P;2018;;female;N;N
Curator;45000;yr;N;46125;yr;C;2019;;n/a;N;N
Coordinator;45000;yr;N;46000;yr;C;2019;;female;N;PhD
Assistant;;;N;;N;H;;;n/a;black;N
Assistant Curator;43000;yr;2017;44075;yr;C;2019;12;female;mixed;MA
Curator;67500;yr;2016;68175;yr;P;2018;12;female;white;MA
Curator;39000;yr;N;39000;yr;C;;3;female;N;N
Assistant Registrar;32000;yr;2016;32000;yr;H,P;2019;8;female;poc;MA
Visitor Experience;11;hr;2019;11,2;hr;H;2019;6;n/a;N;N
Coordinator;38000;yr;2018;38000;yr;P;2019;3;female;poc;BA
Curator;20;hr;2018;20;hr;H,C;2019;2;female;latino;MA
Visitor Experience;24,51;hr;2019;24,51;hr;H;2019;2;male;white;MA
Consultancy;25;hr;2015;25;hr;H;2015;10;female;N;MA
Director;56000;yr;2016;58580;yr;P;2019;18;male;white;MA
Art Handler;14;hr;2018;18;hr;H;2019;1;male;white;No degree
Visitor Experience;30000;yr;2019;30000;yr;n/a;;3;female;white;BA required MA preferred
Assistant Curator;52000;yr;N;52000;yr;H;2019;;female;N;N
Visitor Experience;10,45;hr;N;14;hr;P Full Time;2019;;female;white;N
Registrar;14;hr;2008;19,8;hr;P;2019;10;n/a;N;N
other;20000;yr;2014;24000;yr;H;2019;5;n/a;N;N
Relations;48000;yr;N;48000;yr;n/a;2019;3;female;white;BA
Assistant;16;hr;2017;16,8;hr;H;2019;4;female;white;N
Education;;;N;;N;n/a;2019;4;female;N;MA
Conservator;27;hr;2018;28,5;hr;H,P;2019;2;female;white;MA
other;32000;yr;2017;33000;yr;C;2019;15;male;mixed;MA
Assistant Manager;42000;yr;2017;44000;yr;P;2019;4;female;asian;BA
Manager;36000;yr;2018;36920;yr;H;2019;1;female;asian;BA required MA preferred
Visitor Experience;10;hr;2016;11;hr;H;2019;;n/a;N;N
Visitor Experience;45000;yr;N;45000;yr;C Full Time;2019;;female;N;N
Education;;;N;;N;H;2019;;n/a;N;N
other;;;N;;N;n/a;2019;n/a;female;N;MA
Director;59995;yr;2014;67643;yr;n/a;2019;25;female;N;MLIS
Director;46000;yr;N;53678;yr;P;2017;26;female;white;N
Intern;9;hr;2016;9;hr;H;2016;4;n/a;N;N
Director;60000;yr;2018;60700;yr;P;2019;10;female;white;BA
Education;21;hr;2015;23,9;hr;H Part Time;2019;;n/a;N;N
Writer;52000;yr;2015;70500;yr;P;2019;16;female;white;N
Educator;21;hr;2018;21;hr;H;2019;2;female;N;BA
Director;45000;yr;2016;50000;yr;n/a;2019;5;female;white;BA required MA preferred
Intern;0;yr;2018;12;hr;H;2019;1;female;white;MA
Assistant Curator;31,2;hr;2016;34;hr;H;2018;5;female;white;N
Manager;27000;yr;2018;28200;yr;P;2019;5;female;white;MA
Assistant;13;hr;N;13;hr;H,P;2019;5;female;mixed;BA
Communications;30000;yr;N;33000;yr;P;2012;;female;white;N
Relations;60000;yr;N;60000;yr;P;2018;6;female;N;BA
Manager;65000;yr;2017;68000;yr;P;;5;n/a;N;N
Manager;33000;yr;2009;48000;yr;P;2013;5;female;white;N
Coordinator;37000;yr;2016;42000;yr;P;2019;5;female;N;BA
Assistant Curator;38000;yr;2011;45000;yr;P casual;2014;6;female;latino;BA
Assistant;9865;yr;1997;9865;yr;C;1998;1;female;white;BA
Art Handler;14;hr;2016;20;hr;H;2019;;n/a;N;N
Manager;31000;yr;2016;39000;yr;H;2019;n/a;n/a;N;BA
Assistant Curator;19,2;hr;2019;19,2;hr;H;2019;13;female;N;PhD
Assistant;17,5;hr;2016;18,75;hr;H;2019;7;female;white;MA
Visitor Experience;10,9;hr;2014;11,3;hr;H;2019;6;male;white;MA
Coordinator;31000;yr;2015;31000;yr;P;2019;8;female;white;N
Coordinator;29800;yr;2017;29800;yr;H;2019;2;female;white;BA
Curator;13;hr;2018;15,4;hr;H;2019;3;female;white;No degree
Assistant Curator;26299;yr;N;86242;yr;P;2019;;female;N;N
Assistant Curator;65000;yr;N;69000;yr;P;2019;;female;N;N
Assistant Curator;48000;yr;N;66000;yr;P;;;female;N;MA required PhD preferred
Assistant Curator;65000;yr;N;65000;yr;P;2019;;female;N;N
Assistant;56000;yr;N;64500;yr;P;2019;;female;N;N
Coordinator;55000;yr;N;55000;yr;H;2019;;n/a;N;N
Technical;28000;yr;N;45360;yr;H;2019;;male;N;N
Assistant Curator;58000;yr;2015;66145;yr;n/a;2019;10;n/a;N;N
Assistant Curator;42000;yr;2014;42000;yr;n/a;2017;10;n/a;white;MA
Editorial;27,41;hr;2016;29,37;hr;H,P;2019;5;female;white;BA
Coordinator;53000;yr;2017;55000;yr;H;2019;3;female;white;BA required MA preferred
Art Handler;23;hr;N;27;hr;H,P;2019;2;female;white;N
Gallery Assistant;12;hr;2019;15;hr;H;2019;1;female;poc;MA
Visitor Experience;12;hr;N;15;hr;H Part Time;2019;;female;N;BA
Manager;14;hr;2014;17;hr;H;2019;17;female;mixed;BA
Assistant Curator;20;hr;N;21;hr;H Full Time;2019;;female;N;N
Assistant Curator;41600;yr;2016;41600;yr;H;2017;5;female;white;BA
Assistant Curator;20;hr;2017;20;hr;H;2018;2;female;N;BA required MA preferred
Coordinator;37440;yr;2016;37440;yr;H;2016;10;female;white;MA
Registrar;20,38;hr;2016;21,41;hr;H;2019;5;female;white;BA required MA preferred
Academic;10;hr;1991;10;hr;H;1992;2;female;white;BA required MA preferred
Technical;50000;yr;2019;50000;yr;P;2019;4;female;white;BA required MA preferred
Registrar;40000;yr;2018;40000;yr;H,P;;;n/a;N;N
Visitor Experience;42000;yr;2014;45000;yr;H;2019;5;female;N;MA
Technical;38000;yr;2012;43000;yr;P;2018;8;female;N;BA
Sales;49500;yr;2019;49500;yr;P;2019;4;female;white;N
Education;12;hr;N;21;hr;H,P;2019;10;n/a;white;N
other;33000;yr;N;38000;yr;H;2017;;n/a;N;N
Research;14;hr;2012;24;hr;H,P;2019;10;female;white;HS
Visitor Experience;26500;yr;N;28900;yr;H Full Time;n/a;;n/a;N;N
Communications;45000;yr;N;60000;yr;P;2019;7;female;N;N
Coordinator;25000;yr;2002;35000;yr;P;2007;6;female;white;BA
Coordinator;31000;yr;N;41000;yr;H;2019;10;male;white;N
Education;45000;yr;N;;N;n/a;;;n/a;N;N
Art Handler;38880;yr;2016;40435;yr;H,P;2019;9;n/a;N;N
Manager;57000;yr;2018;57000;yr;P;2019;4;female;white;N
Education;23;hr;2016;24;hr;H;2019;11;female;white;BA
Education;30000;yr;2012;45045;yr;H,P;2019;8;female;white;BA required MA preferred
Visitor Experience;16;hr;2019;16;hr;H;2019;0;male;white;MA
other;71000;yr;N;76009;yr;H;2019;15;male;mixed;MA
Education;42000;yr;2018;51000;yr;P;2019;1;female;white;BA
Manager;79000;yr;2012;90506;yr;P;2019;23;female;white;MA
Manager;84000;yr;2018;84000;yr;P;2019;18;n/a;N;N
Assistant Registrar;;;N;31920;yr;P;2019;10;female;N;N
Assistant;28;hr;2017;28;hr;H;2019;4;female;white;MA
Assistant Manager;50000;yr;2013;;N;n/a;2013;3;female;white;MA
Technical;49285;yr;2017;50759;yr;H,P;2019;18;female;mixed;BA
Assistant;;;2018;;N;H;2019;0;n/a;N;BA
Assistant;48000;yr;2017;48000;yr;H;2017;4;n/a;N;N
Technical;23,85;hr;2018;29,37;hr;H;2019;1;female;N;N
Registrar;21;hr;2015;27;hr;H;2019;5;female;white;MA
Relations;42000;yr;2016;52000;yr;H,P;2018;3;female;white;BA
Technical;87500;yr;2015;98750;yr;P;2019;10;male;white;BA
Registrar;19000;yr;2006;28500;yr;H,P;2014;20;male;N;N
other;35000;yr;2018;35000;yr;H;2019;4;n/a;N;BA
Manager;24500;yr;2013;25500;yr;P;2019;6;female;white;MA
Assistant Educator;41000;yr;2019;41000;yr;n/a;2019;5;female;N;BA required MA preferred
Assistant Registrar;45000;yr;2018;45000;yr;P;2019;7;female;asian;BA required MA preferred
Coordinator;41000;yr;2018;47000;yr;n/a;2019;;n/a;N;N
Assistant Educator;34257;yr;2019;34257;yr;H;2019;5;male;white;BA required MA preferred
other;50000;yr;2019;50000;yr;Full Time;2019;2;n/a;N;BA
Registrar;52000;yr;2015;59000;yr;P;2019;20;female;mixed;BA
Curator;36000;yr;2014;47700;yr;P;2019;8;female;white;MA
other;36000;yr;2016;40000;yr;P;2019;1;n/a;N;BA
Director;46000;yr;2018;46000;yr;P;2019;;female;white;BA required MA preferred
Coordinator;42000;yr;2018;42000;yr;P;2019;7;other;N;BA
Education;61000;yr;N;69000;yr;P;2019;11;female;white;MA
Manager;125000;yr;N;156000;yr;P;2019;30;female;white;PhD
Registrar;54972;yr;2017;61343;yr;P;2019;10;female;white;MA
Manager;69355;yr;2018;70926;yr;C;2019;3;female;asian;BA required MA preferred
other;43684;yr;2016;57510;yr;P;2019;3;female;mixed;MA
Archivist;40641;yr;2008;65176;yr;P;2019;18;female;white;MA
Assistant;65000;yr;2017;65000;yr;P;2019;10;female;N;BA
Photographer;47938;yr;2017;51718;yr;P;2019;10;n/a;white;N
Technical;74000;yr;2017;80000;yr;P;2019;10;male;white;N
other;38000;yr;2015;50000;yr;P;2019;3;female;white;MA
Educator;25;hr;2017;25;hr;H,C;2019;5;n/a;N;N
Assistant;30000;yr;2015;69050;yr;P Full Time;2019;15;n/a;N;N
Assistant Curator;52668;yr;2016;61343;yr;P;2019;8;female;white;MA
Assistant Curator;52000;yr;2016;56000;yr;C;2017;;female;white;N
Assistant Curator;35265;yr;N;48583;yr;C;2019;4;female;white;MA
Curator;72573;yr;2018;76540,63;yr;P;2019;10;female;white;PhD
Manager;15600;yr;N;81000;yr;P;2019;;female;N;N
Assistant;36281;yr;2017;43719;yr;P;2019;;female;white;N
Intern;0;yr;2015;0;yr;C;2015;3;female;white;MA
Technical;53989;yr;2019;57812;yr;n/a;2019;3;n/a;N;N
Conservator;63722;yr;N;78861;yr;P;2019;5;male;white;MA
Intern;16,25;hr;N;16,25;hr;C;2019;;n/a;N;N
Intern;0;yr;N;0;yr;C;2019;;n/a;N;N
Assistant;42000;yr;2018;42000;yr;P;2019;5;female;white;MA
Coordinator;40800;yr;2018;40800;yr;C;2019;3;male;latino;None required MA preferred
Assistant;37113;yr;2018;47016;yr;P;2019;1;female;N;BA
Assistant;35000;yr;2017;35000;yr;Full Time;2019;5;n/a;N;BA
Assistant;43057;yr;2015;67093;yr;n/a;2019;5;female;N;No degree
Conservator;30000;yr;1984;42000;yr;P;1990;12;male;white;MA
Curator;;;2015;76541;yr;P;2019;4;male;latino;PhD
Communications;38273;yr;2014;109,088;yr;n/a;2019;10;female;poc;MA
Manager;103000;yr;2017;112000;yr;P;2019;21;female;N;MA
Assistant Curator;52000;yr;2014;68000;yr;C;2019;9;n/a;N;N
Technical;58100;yr;2018;61343;yr;P;2019;4;male;white;BA
Manager;45972;yr;2017;48583;yr;C;2019;4;female;white;N
Educator;25;hr;2018;25;hr;C;2019;;female;white;N
Relations;59983;yr;2018;59983;yr;n/a;;5;n/a;white;N
Assistant;37955;yr;N;39220;yr;P;2019;;female;poc;N
other;14000;yr;1988;85000;yr;P;2019;40;male;white;No degree
Director;116000;yr;2012;139000;yr;P;2016;7;female;N;N
Educator;25;hr;N;25;hr;C;2019;;female;N;N
Editor;40000;yr;2008;45000;yr;P;2012;6;n/a;N;N
Conservator;27000;yr;2014;27000;yr;C;2016;;n/a;N;MA
Assistant;31200;yr;2018;37440;yr;H;2019;1;female;N;BA
other;14;hr;2014;17;hr;H;2016;3;female;white;BA
Admin;55000;yr;N;65000;yr;P;;;n/a;N;N
Manager;36600;yr;N;41500;yr;P;2019;;male;N;N
Registrar;13;hr;2015;13;hr;C;2016;9;female;white;BA
Curator;15;hr;2017;15;hr;H;2019;5;female;white;BA
Communications;30000;yr;2019;30000;yr;P;2019;3;female;poc;BA
Coordinator;31000;yr;2017;36000;yr;P;2019;12;female;white;MA
Manager;33000;yr;2015;42000;yr;P;2019;;n/a;N;N
Security;10;hr;2016;11;hr;H;2019;4;female;N;N
Curator;13;hr;2009;;N;C;2012;0;female;white;BA
Sales;27000;yr;2015;38000;yr;n/a;2019;3;other;white;BA
Director;43000;yr;2019;43000;yr;n/a;2019;22;female;white;BA
Curator;;;2015;30300;yr;H;2019;;male;white;N
Curator;24000;yr;2008;40392;yr;P Full Time;2019;10;female;white;HS
other;16;hr;2018;20;hr;C;2019;4;n/a;N;N
other;23;hr;2012;23;hr;H;2019;15;female;white;MA
Assistant;40000;yr;2018;40000;yr;P;2019;3;female;white;BA
other;35000;yr;2015;40000;yr;P;2018;5;male;white;BA
Curator;42000;yr;N;46000;yr;P;2019;;female;white;N
Gallery Assistant;25000;yr;N;;N;P;2016;1;n/a;N;N
Visitor Experience;11;yr;2017;13,71;hr;H;2019;4;female;poc;BA required MA preferred
Director;63000;yr;N;85000;yr;P;2017;10;n/a;N;N
Sales;30000;yr;2017;34500;yr;P;2019;3;female;white;BA
Intern;11;hr;N;11;hr;C;2017;1;female;white;BA
Curator;24960;yr;2016;41600;yr;P;2019;4;female;white;MA
Visitor Experience;11,2;yr;2018;11,42;hr;H;2019;2;female;white;BA
Relations;47000;yr;2011;47000;yr;P;2011;23;female;white;MA
other;35000;yr;2013;48000;yr;P;2019;5;female;latino;MA
Assistant;35000;yr;N;36000;yr;P;2019;;female;poc;N
Coordinator;48000;yr;2018;48000;yr;P;2019;1;female;white;N
Manager;53000;yr;2015;55000;yr;P;2018;;female;poc;N
Assistant;24000;yr;N;31000;yr;H,P;2019;;female;white;N
Assistant;9,64;hr;2018;9,73;hr;H;2019;3;female;white;BA
Assistant;30000;yr;2016;35000;yr;H;2019;3;female;white;BA required MA preferred
Intern;0;yr;N;;N;n/a;2018;;n/a;N;N
Technical;20;hr;N;25;hr;H;;;female;N;N
Intern;0;yr;2019;0;yr;unpaid;;0;female;N;MA
Conservator;19;hr;2006;30;hr;H;2019;13;n/a;N;N
Art Handler;23;hr;2011;33;hr;H;2019;5;other;N;MA
Assistant Registrar;21;hr;2018;21,5;hr;P;2019;9;female;white;BA required MA preferred
Registrar;30266;yr;2017;31600;yr;P;2018;4;female;white;BA
Assistant;17;hr;N;;N;H;2019;;n/a;N;MA
Visitor Experience;10;hr;2013;11,62;hr;H;2019;6;female;white;HS
Technical;35000;yr;2016;35367;yr;P;2019;20;female;white;HS
Manager;16;hr;2019;16;hr;H;2019;1;female;white;MA
Visitor Experience;13,5;hr;2018;13,75;hr;H;2019;;n/a;N;N
Visitor Experience;20358;yr;2017;20735;yr;H;2019;4;male;latino;N
Coordinator;39000;yr;2015;42000;yr;P;2019;6;female;mixed;BA required MA preferred
Editorial;5000;yr;2017;5000;yr;H;2019;5;male;white;MA
Manager;30000;yr;2014;31200;yr;H,P;2019;5;female;white;MA
Curator;50000;yr;2018;50000;yr;P;2019;5;female;white;MA
Gallery Assistant;10,15;hr;2018;11;hr;H;2019;2;male;white;BA
Coordinator;15;hr;2019;15;hr;H,P;2019;3;female;N;BA
Academic;31500;yr;2018;31500;yr;H,C;2019;5;n/a;N;MA
Assistant;50000;yr;2018;50000;yr;P;2019;2;n/a;N;BA
Technical;40000;yr;2016;40000;yr;H;2019;3;male;white;BA
Assistant;33000;yr;2011;38000;yr;P;2013;;female;white;N
Manager;43000;yr;2017;44000;yr;P;2019;2;female;latino;BA
Director;32000;yr;1995;112000;yr;P;2019;24;male;latino;MA
Coordinator;31500;yr;N;40000;yr;P;2019;;n/a;N;N
Coordinator;27000;yr;N;36000;yr;P;2018;;female;N;N
Technical;31500;yr;N;35500;yr;P;2019;;n/a;N;N
Assistant;33500;yr;N;33500;yr;P;2019;;male;N;N
Coordinator;30000;yr;2000;30000;yr;P;2003;;female;asian;N
Assistant;21000;yr;N;21000;yr;P;1999;;female;asian;N
Assistant;12;hr;N;12;hr;H;2017;;female;N;N
Gallery Assistant;12;hr;2018;12;hr;H;2019;5;female;poc;HS
Education;12;hr;2010;N;yr;H;2012;6;male;white;N
Assistant;18900;yr;N;18900;yr;H;2017;;n/a;N;N
Coordinator;42000;yr;N;42000;yr;P;2016;;n/a;N;N
Assistant;15;hr;2014;17;hr;H;2016;3;female;white;BA required MA preferred
Assistant Curator;10;hr;2009;10;hr;H;2010;2;female;N;BA
Visitor Experience;38000;yr;2012;44000;yr;P;2018;6;female;white;BA required MA preferred
Visitor Experience;15;hr;2018;15;hr;H;2019;5;n/a;N;N
Curator;19,16;hr;2019;19,16;hr;H,P;2019;;female;white;MA
Assistant;40000;yr;2017;40000;yr;P;2018;1;n/a;N;BA
Assistant Curator;42000;yr;2016;45000;yr;n/a;2019;5;n/a;N;N
Curator;21,6;hr;2016;21,6;hr;H;2019;5;female;white;No degree
Coordinator;34000;yr;2017;36000;yr;H,P;;6;n/a;N;N
Visitor Experience;37000;yr;2014;46000;yr;H,P;2019;10;female;white;N
Curator;115000;yr;N;115000;yr;P;2017;;male;white;N
Archivist;45000;yr;N;45000;yr;C;2018;;n/a;N;N
Assistant;27000;yr;N;32000;yr;H;2019;;female;N;N
Designer;60000;yr;2017;61800;yr;P;2019;9;female;N;N
Editor;;yr;N;78350;yr;P;2019;20;n/a;white;BA
Security;11;hr;2016;13;hr;H;2019;3;n/a;N;None required MA preferred
Coordinator;20,5;hr;2016;21,75;hr;H;2018;4;n/a;N;N
Sales;12;hr;2001;24;hr;H Full Time;2019;30;female;white;MA
Assistant;39500;yr;2018;39500;yr;H;2019;5;female;white;BA
Assistant;46000;yr;2016;50000;yr;H,P;n/a;8;n/a;N;MA
Assistant Curator;33186;yr;2018;33186;yr;C;2019;1;female;white;MA
Manager;50000;yr;2016;55000;yr;P;2017;;female;white;N
Assistant Educator;35;hr;2017;40;hr;H;2018;5;female;white;MA
Assistant Curator;75000;yr;2018;75000;yr;P;2019;12;female;white;MA
Coordinator;39000;yr;2016;42795;yr;P;2019;3;female;white;BA
Security;15;yr;2018;15;hr;H;2019;2;male;white;HS
Curator;;yr;N;50000;yr;P;2019;15;female;N;N
Director;20290;yr;N;;N;P;2018;3;male;white;N
Assistant Curator;38000;yr;2014;40000;yr;P;2019;6;female;N;MA
Assistant Curator;38000;yr;2018;45000;yr;P;2019;10;female;white;MA
Visitor Experience;36000;yr;2018;36000;yr;P;2019;20;male;white;HS
Assistant Curator;60000;yr;2017;61800;yr;C;2019;4;female;N;MA
Assistant;9,4;hr;2008;9,4;hr;H;2008;1;female;N;N
Assistant Manager;52000;yr;2017;53562,6;yr;C;2019;8;female;N;BA
Assistant Curator;58005;yr;2015;61900;yr;P;2019;15;female;N;PhD
Curator;42000;yr;2015;58500;yr;P;2019;9;female;N;MA
Technical;60000;yr;2014;65000;yr;P;2019;7;male;white;N
Admin;65000;yr;2014;75000;yr;P;2019;12;female;N;BA
Assistant;45500;yr;2017;53500;yr;H;2019;;female;white;N
Editor;65000;yr;2017;66300;yr;P;2019;5;n/a;white;BA
Designer;67000;yr;2014;78000;yr;P;2019;7;female;white;BA
Admin;32000;yr;2011;45000;yr;H;2019;9;female;N;MA
Academic;52000;yr;2016;52000;yr;C;2019;3;n/a;N;MA
Assistant;39500;yr;2014;44669,06;yr;H,P;2018;6;female;white;BA
